"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8333333333333334"	""	"2016"	"SFXN1"	"0.58"	"0.66"	"sideroflexin 1"	"2.5829E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"1"	"238"	"0"	""	""	"Transporter"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9H9B4"	"C0152013"	"ENSG00000164466"	"94081"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.9"	""	"2016"	"LDHA"	"0.83"	"0.49"	"lactate dehydrogenase A"	"0.77284"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"20"	"280"	"1"	"50"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P00338,V9HWB9"	"C0152013"	"ENSG00000134333"	"3939"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"KLF5"	"0.79"	"0.5"	"KLF transcription factor 5"	"0.96632"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"19"	"280"	"1"	"9"	"238"	"0"	"R-HSA-1266738"	"Developmental Biology"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q5T6X2,Q13887"	"C0152013"	"ENSG00000102554"	"688"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NCL"	"0.92"	"0.51"	"nucleolin"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"5"	"238"	"0"	"R-HSA-1643685,R-HSA-8953854"	"Disease,Metabolism of RNA"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P19338,B3KM80"	"C0152013"	"ENSG00000115053"	"4691"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RFC4"	"0.5"	"0.69"	"replication factor C subunit 4"	"5.6961E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1640170,R-HSA-1643685,R-HSA-69306,R-HSA-73894,R-HSA-74160"	"Cell Cycle,Disease,DNA Replication,DNA Repair,Gene expression (Transcription)"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P35249"	"C0152013"	"ENSG00000163918"	"5984"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"ARHGAP35"	"0.75"	"0.6"	"Rho GTPase activating protein 35"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"9"	"280"	"1"	"4"	"238"	"0"	"R-HSA-1266738,R-HSA-162582"	"Developmental Biology,Signal Transduction"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9NRY4"	"C0152013"	"ENSG00000160007"	"2909"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2011"	"MSH6"	"0.88"	"0.44"	"mutS homolog 6"	"7.5535E-20"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2011"	"48"	"280"	"1"	"3431"	"238"	"0"	"R-HSA-1643685,R-HSA-73894"	"Disease,DNA Repair"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P52701,Q3SWU9"	"C0152013"	"ENSG00000116062"	"2956"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"PSAT1"	"0.83"	"0.53"	"phosphoserine aminotransferase 1"	"3.086E-14"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"11"	"280"	"1"	"146"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9Y617"	"C0152013"	"ENSG00000135069"	"29968"	"protein-coding"	"0"	"2"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"HNRNPA1"	"0.83"	"0.49"	"heterogeneous nuclear ribonucleoprotein A1"	"0.99989"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"14"	"280"	"1"	"24"	"238"	"0"	""	""	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A024RB53,P09651"	"C0152013"	"ENSG00000135486"	"3178"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"AQP4"	"0.88"	"0.44"	"aquaporin 4"	"3.1454E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"20"	"280"	"1"	"2"	"238"	"0"	"R-HSA-382551"	"Transport of small molecules"	"Ion channel"	"0.6"	"Neoplastic Process (T191)"	"disease"	"F1DSG4,A0A5F9ZHR4,V9PBN7,P55087"	"C0152013"	"ENSG00000171885"	"361"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"LMNB1"	"0.88"	"0.51"	"lamin B1"	"0.86431"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"10"	"280"	"1"	"30"	"238"	"0"	"R-HSA-1474165,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-5357801,R-HSA-8953897"	"Reproduction,Signal Transduction,Cell Cycle,Disease,Immune System,Programmed Cell Death,Cellular responses to stimuli"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"B4DZT3,P20700"	"C0152013"	"ENSG00000113368"	"4001"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NPM1"	"0.88"	"0.44"	"nucleophosmin 1"	"0.99647"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"12"	"280"	"1"	"22"	"238"	"0"	""	""	"Chaperone"	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A0S2Z491,A0A140VJQ2,P06748,A0A0S2Z4G7"	"C0152013"	"ENSG00000181163"	"4869"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SLC15A2"	"0.63"	"0.67"	"solute carrier family 15 member 2"	"1.6043E-20"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"7"	"238"	"0"	""	""	"Transporter"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q16348"	"C0152013"	"ENSG00000163406"	"6565"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"TK1"	"0.67"	"0.53"	"thymidine kinase 1"	"0.0049485"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"1"	"238"	"0"	"R-HSA-1430728,R-HSA-1640170"	"Metabolism,Cell Cycle"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P04183,A0A384MDV9,K7ES52"	"C0152013"	"ENSG00000167900"	"7083"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NPM3"	"0.29"	"0.78"	"nucleophosmin/nucleoplasmin 3"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"1"	"238"	"0"	""	""	"Chaperone"	"0.6"	"Neoplastic Process (T191)"	"disease"	"O75607"	"C0152013"	"ENSG00000107833"	"10360"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2008"	"CYP2A13"	"0.67"	"0.68"	"cytochrome P450 family 2 subfamily A member 13"	"2.0525E-8"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2008"	"4"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q16696"	"C0152013"	"ENSG00000197838"	"1553"	"protein-coding"	"0"	"2"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"FASN"	"0.92"	"0.44"	"fatty acid synthase"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"28"	"280"	"1"	"665"	"238"	"0"	"R-HSA-1430728,R-HSA-162582"	"Metabolism,Signal Transduction"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P49327"	"C0152013"	"ENSG00000169710"	"2194"	"protein-coding"	"0"	"4"	"3"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SHMT1"	"0.71"	"0.56"	"serine hydroxymethyltransferase 1"	"8.4166E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"8"	"280"	"1"	"3"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P34896"	"C0152013"	"ENSG00000176974"	"6470"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"HK2"	"0.83"	"0.5"	"hexokinase 2"	"0.015191"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"5"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P52789"	"C0152013"	"ENSG00000159399"	"3099"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"APEX1"	"0.88"	"0.44"	"apurinic/apyrimidinic endodeoxyribonuclease 1"	"1.0883E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"22"	"280"	"1"	"2"	"238"	"0"	"R-HSA-73894"	"DNA Repair"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q5TZP7,P27695"	"C0152013"	"ENSG00000100823"	"328"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.6666666666666666"	""	"2010"	"LMNA"	"0.88"	"0.38"	"lamin A/C"	"0.99995"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"96"	"280"	"1"	"810"	"238"	"0"	"R-HSA-1474165,R-HSA-1640170"	"Reproduction,Cell Cycle"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A384MQX1,P02545,Q5TCI8"	"C0152013"	"ENSG00000160789"	"4000"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"ERP29"	"0.71"	"0.62"	"endoplasmic reticulum protein 29"	"0.0014145"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"4"	"280"	"1"	"1"	"238"	"0"	""	""	"Transporter"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P30040,V9HW71"	"C0152013"	"ENSG00000089248"	"10961"	"protein-coding"	"0"	"1"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8571428571428571"	""	"2013"	"OGG1"	"0.88"	"0.46"	"8-oxoguanine DNA glycosylase"	"7.2253E-12"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2013"	"58"	"280"	"1"	"2"	"238"	"0"	"R-HSA-1643685,R-HSA-73894"	"Disease,DNA Repair"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"E5KPM6,E5KPM5,E5KPM9,E5KPM8,E5KPN1,E5KPN0,E5KPM7,O15527"	"C0152013"	"ENSG00000114026"	"4968"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"BZW2"	"0.54"	"0.71"	"basic leucine zipper and W2 domains 2"	"0.3293"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"9"	"238"	"0"	""	""	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9Y6E2"	"C0152013"	"ENSG00000136261"	"28969"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"ANXA1"	"0.92"	"0.43"	"annexin A1"	"4.7246E-8"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"22"	"280"	"1"	"0"	"238"	"0"	"R-HSA-162582,R-HSA-168256,R-HSA-397014"	"Signal Transduction,Immune System,Muscle contraction"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q5TZZ9,P04083"	"C0152013"	"ENSG00000135046"	"301"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SOS1"	"0.88"	"0.47"	"SOS Ras/Rac guanine nucleotide exchange factor 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"28"	"280"	"1"	"481"	"238"	"0"	"R-HSA-109582,R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256"	"Hemostasis,Developmental Biology,Signal Transduction,Disease,Immune System"	"Enzyme modulator"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q07889"	"C0152013"	"ENSG00000115904"	"6654"	"protein-coding"	"0"	"2"	"3"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"XRCC5"	"0.88"	"0.51"	"X-ray repair cross complementing 5"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"8"	"280"	"1"	"1"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-73894"	"Disease,Immune System,DNA Repair"	"Enzyme"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P13010"	"C0152013"	"ENSG00000079246"	"7520"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GOLM1"	"0.75"	"0.56"	"golgi membrane protein 1"	"8.2655E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"2"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q8NBJ4,B3KNK9"	"C0152013"	"ENSG00000135052"	"51280"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NOP58"	"0.5"	"0.72"	"NOP58 ribonucleoprotein"	"3.2866E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"1"	"238"	"0"	"R-HSA-392499,R-HSA-8953854"	"Metabolism of proteins,Metabolism of RNA"	"Nucleic acid binding"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9Y2X3"	"C0152013"	"ENSG00000055044"	"51602"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"PPP3CA"	"0.88"	"0.51"	"protein phosphatase 3 catalytic subunit alpha"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"18"	"280"	"1"	"43"	"238"	"0"	""	""	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q08209,A0A0S2Z4B5,A0A0S2Z4C6"	"C0152013"	"ENSG00000138814"	"5530"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"PRKD2"	"0.63"	"0.62"	"protein kinase D2"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"13"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9BZL6"	"C0152013"	"ENSG00000105287"	"25865"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"LATS2"	"0.88"	"0.56"	"large tumor suppressor kinase 2"	"0.98337"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"8"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q9NRM7"	"C0152013"	"ENSG00000150457"	"26524"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"CALR"	"0.88"	"0.41"	"calreticulin"	"0.99964"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"32"	"280"	"0"	"2"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-5653656,R-HSA-8953897"	"Disease,Immune System,Metabolism of proteins,Vesicle-mediated transport,Cellular responses to stimuli"	"Calcium-binding protein"	"0.6"	"Neoplastic Process (T191)"	"disease"	"V9HW88,P27797"	"C0152013"	"ENSG00000179218"	"811"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.8571428571428571"	""	""	"ERBB4"	"0.88"	"0.43"	"erb-b2 receptor tyrosine kinase 4"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"21"	"280"	"0"	"92"	"238"	"0"	"R-HSA-112316,R-HSA-162582,R-HSA-1643685"	"Neuronal System,Signal Transduction,Disease"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q15303"	"C0152013"	"ENSG00000178568"	"2066"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"LATS1"	"0.75"	"0.54"	"large tumor suppressor kinase 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"12"	"280"	"0"	"5"	"238"	"1"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"O95835"	"C0152013"	"ENSG00000131023"	"9113"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"PRKDC"	"0.88"	"0.38"	"protein kinase, DNA-activated, catalytic subunit"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"17"	"280"	"0"	"804"	"238"	"1"	"R-HSA-168256,R-HSA-392499,R-HSA-73894"	"Immune System,Metabolism of proteins,DNA Repair"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P78527"	"C0152013"	"ENSG00000253729"	"5591"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"TTN"	"0.88"	"0.45"	"titin"	"3.0476E-90"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"120"	"280"	"0"	"8239"	"238"	"0"	"R-HSA-109582,R-HSA-397014"	"Hemostasis,Muscle contraction"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"A0A0A0MRA3,C9JQJ2,Q8WZ42,Q7Z3B7"	"C0152013"	"ENSG00000155657"	"7273"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"ULK1"	"0.79"	"0.52"	"unc-51 like autophagy activating kinase 1"	"6.4502E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"2"	"280"	"0"	"3"	"238"	"0"	"R-HSA-162582,R-HSA-5653656,R-HSA-9612973"	"Signal Transduction,Vesicle-mediated transport,Autophagy"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"O75385"	"C0152013"	"ENSG00000177169"	"8408"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"CCND2"	"0.88"	"0.44"	"cyclin D2"	"0.99932"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"36"	"280"	"0"	"28"	"238"	"0"	"R-HSA-1640170,R-HSA-1643685,R-HSA-74160"	"Cell Cycle,Disease,Gene expression (Transcription)"	"Enzyme modulator"	"0.6"	"Neoplastic Process (T191)"	"disease"	"P30279"	"C0152013"	"ENSG00000118971"	"894"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"EPHA5"	"0.67"	"0.59"	"EPH receptor A5"	"2.2706E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"5"	"280"	"0"	"15"	"238"	"2"	"R-HSA-1266738"	"Developmental Biology"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"B7ZKW7,Q59FT4,B7ZKJ3,F8VP57,P54756,F8W9W0,A0A384MU00"	"C0152013"	"ENSG00000145242"	"2044"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.75"	""	""	"NTRK3"	"0.88"	"0.45"	"neurotrophic receptor tyrosine kinase 3"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"26"	"280"	"0"	"16"	"238"	"1"	"R-HSA-112316,R-HSA-162582,R-HSA-1643685"	"Neuronal System,Signal Transduction,Disease"	"Kinase"	"0.6"	"Neoplastic Process (T191)"	"disease"	"B7Z7U4,X5D7M5,Q96CY4,X5DNW6,O95193,X5D2R1,Q16288"	"C0152013"	"ENSG00000140538"	"4916"	"protein-coding"	"0"	"2"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"TRIM33"	"0.67"	"0.57"	"tripartite motif containing 33"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"15"	"238"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-74160"	"Developmental Biology,Signal Transduction,Gene expression (Transcription)"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"B3KN30,Q9UPN9"	"C0152013"	"ENSG00000197323"	"51592"	"protein-coding"	"0"	"3"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"0.5"	""	""	"KMT2C"	"0.83"	"0.47"	"lysine methyltransferase 2C"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"44"	"280"	"0"	"115"	"238"	"0"	"R-HSA-1266738,R-HSA-4839726,R-HSA-74160"	"Developmental Biology,Chromatin organization,Gene expression (Transcription)"	""	"0.6"	"Neoplastic Process (T191)"	"disease"	"Q8NEZ4"	"C0152013"	"ENSG00000055609"	"58508"	"protein-coding"	"0"	"2"	"2"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"CHRNB4"	"0.63"	"0.58"	"cholinergic receptor nicotinic beta 4 subunit"	"2.368E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"19"	"280"	"6"	"26"	"238"	"0"	"R-HSA-112316,R-HSA-168256"	"Neuronal System,Immune System"	"Ion channel"	"0.55"	"Neoplastic Process (T191)"	"disease"	"P30926"	"C0152013"	"ENSG00000117971"	"1143"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2014"	"HMGB2"	"0.75"	"0.58"	"high mobility group box 2"	"0.99963"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"5"	"280"	"2"	"0"	"238"	"0"	""	""	"Nucleic acid binding"	"0.55"	"Neoplastic Process (T191)"	"disease"	"P26583"	"C0152013"	"ENSG00000164104"	"3148"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"WNK1"	"0.79"	"0.52"	"WNK lysine deficient protein kinase 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"20"	"280"	"0"	"659"	"238"	"0"	"R-HSA-382551"	"Transport of small molecules"	"Kinase"	"0.55"	"Neoplastic Process (T191)"	"disease"	"Q9H4A3,A5D8Z4,F5GWT4"	"C0152013"	"ENSG00000060237"	"65125"	"protein-coding"	"0"	"0"	"0"
